구분,자동차용경유,실내등유
2024년01월24일,1143.62,1169.07
2024년01월25일,1143.15,1168.17
2024년01월26일,1142.15,1166.61
2024년01월27일,1141.78,1165.48
2024년01월28일,1142.42,1163.14
2024년01월29일,1142.12,1159.74
2024년01월30일,1142.31,1157.20
2024년01월31일,1142.97,1156.34
2024년02월01일,1143.12,1155.91
2024년02월02일,1144.32,1156.35
2024년02월03일,1145.25,1156.84
2024년02월04일,1145.91,1156.77
2024년02월05일,1146.20,1156.57
2024년02월06일,1147.02,1156.26
2024년02월07일,1148.28,1157.53
2024년02월08일,1149.77,1157.75
2024년02월09일,1150.60,1158.44
2024년02월10일,1151.59,1158.82
2024년02월11일,1151.96,1158.79
2024년02월12일,1152.37,1158.58
2024년02월13일,1152.90,1158.44
2024년02월14일,1153.97,1158.31
2024년02월15일,1155.88,1157.60
2024년02월16일,1157.46,1157.76
2024년02월17일,1159.47,1158.39
2024년02월18일,1160.68,1158.59
2024년02월19일,1161.47,1158.74
2024년02월20일,1162.86,1158.69
2024년02월21일,1164.33,1158.89
2024년02월22일,1165.25,1159.07
2024년02월23일,1166.52,1159.60
2024년02월24일,1167.52,1160.55
2024년02월25일,1168.25,1161.17
2024년02월26일,1168.56,1161.02
2024년02월27일,1169.27,1161.44
2024년02월28일,1169.75,1162.67
2024년02월29일,1170.74,1162.70
2024년03월01일,1171.56,1162.72
2024년03월02일,1172.30,1163.61
2024년03월03일,1172.90,1164.42
2024년03월04일,1172.78,1164.63
2024년03월05일,1173.29,1164.81
2024년03월06일,1173.41,1164.84
2024년03월07일,1174.19,1165.66
2024년03월08일,1174.67,1165.94
2024년03월09일,1174.77,1166.29
2024년03월10일,1175.08,1165.89
2024년03월11일,1175.37,1165.28
2024년03월12일,1175.26,1166.07
2024년03월13일,1175.49,1166.18
2024년03월14일,1174.93,1166.48
2024년03월15일,1175.61,1166.62
2024년03월16일,1175.40,1166.75
2024년03월17일,1175.76,1167.00
2024년03월18일,1175.82,1166.98
2024년03월19일,1175.65,1166.70
2024년03월20일,1175.42,1166.76
2024년03월21일,1175.42,1166.77
2024년03월22일,1175.46,1166.43
2024년03월23일,1175.53,1166.26
2024년03월24일,1175.52,1165.77
2024년03월25일,1175.61,1165.40
2024년03월26일,1175.33,1165.12
2024년03월27일,1175.29,1165.15
2024년03월28일,1175.50,1165.21
2024년03월29일,1175.48,1165.60
2024년03월30일,1175.40,1165.56
2024년03월31일,1176.20,1165.75
2024년04월01일,1176.19,1164.97
2024년04월02일,1176.60,1164.94
2024년04월03일,1176.61,1165.09
2024년04월04일,1176.90,1164.95
2024년04월05일,1177.48,1164.85
2024년04월06일,1178.61,1165.63
2024년04월07일,1179.51,1165.53
2024년04월08일,1179.98,1165.51
2024년04월09일,1181.58,1165.59
2024년04월10일,1183.66,1166.35
2024년04월11일,1185.07,1165.39
2024년04월12일,1186.05,1166.77
2024년04월13일,1186.06,1166.34
2024년04월14일,1186.07,1166.31
2024년04월15일,1186.08,1165.80
2024년04월16일,1186.03,1165.00
2024년04월17일,1186.00,1165.44
2024년04월18일,1191.70,1166.43
2024년04월19일,1193.39,1167.35
2024년04월20일,1194.87,1167.57
2024년04월21일,1195.31,1167.34
2024년04월22일,1195.97,1167.72
2024년04월23일,1196.70,1167.89
2024년04월24일,1197.10,1168.23
2024년04월25일,1197.66,1167.51
2024년04월26일,1197.92,1168.24
2024년04월27일,1198.23,1168.49
2024년04월28일,1198.48,1168.42
2024년04월29일,1198.73,1168.40
2024년04월30일,1198.68,1168.41
2024년05월01일,1199.05,1168.80
2024년05월02일,1199.21,1168.10
2024년05월03일,1199.19,1168.93
2024년05월04일,1199.15,1169.06
2024년05월05일,1199.02,1168.67
2024년05월06일,1198.81,1168.45
2024년05월07일,1198.70,1168.65
2024년05월08일,1198.40,1168.15
2024년05월09일,1198.28,1168.44
2024년05월10일,1197.81,1169.21
2024년05월11일,1196.89,1169.39
2024년05월12일,1196.56,1169.22
2024년05월13일,1196.27,1169.88
2024년05월14일,1195.31,1168.73
2024년05월15일,1193.80,1170.24
2024년05월16일,1193.19,1169.21
2024년05월17일,1191.91,1169.37
2024년05월18일,1190.54,1169.94
2024년05월19일,1188.96,1169.57
2024년05월20일,1188.42,1168.53
2024년05월21일,1186.82,1168.99
2024년05월22일,1184.75,1168.99
2024년05월23일,1183.48,1167.02
2024년05월24일,1181.73,1167.94
2024년05월25일,1179.85,1167.41
2024년05월26일,1179.07,1167.40
2024년05월27일,1178.34,1166.46
2024년05월28일,1176.55,1165.93
2024년05월29일,1174.56,1165.67
2024년05월30일,1173.41,1165.15
2024년05월31일,1172.35,1164.21
2024년06월01일,1171.03,1163.31
2024년06월02일,1169.72,1162.80
2024년06월03일,1169.06,1161.08
2024년06월04일,1167.84,1161.49
2024년06월05일,1166.06,1161.01
2024년06월06일,1164.41,1161.22
2024년06월07일,1163.10,1160.35
2024년06월08일,1162.00,1159.64
2024년06월09일,1161.22,1159.48
2024년06월10일,1160.35,1159.08
2024년06월11일,1158.57,1158.80
2024년06월12일,1157.02,1158.23
2024년06월13일,1155.45,1157.69
2024년06월14일,1154.28,1157.12
2024년06월15일,1153.83,1157.38
2024년06월16일,1153.34,1157.35
2024년06월17일,1152.69,1155.58
2024년06월18일,1151.71,1155.53
2024년06월19일,1150.92,1155.05
2024년06월20일,1150.50,1153.90
2024년06월21일,1149.98,1154.56
2024년06월22일,1150.34,1154.52
2024년06월23일,1150.68,1154.04
2024년06월24일,1150.90,1153.92
2024년06월25일,1150.63,1153.52
2024년06월26일,1151.43,1152.84
2024년06월27일,1152.29,1152.82
2024년06월28일,1152.95,1153.04
2024년06월29일,1153.52,1153.45
2024년06월30일,1154.88,1154.41
2024년07월01일,1155.34,1154.71
2024년07월02일,1153.17,1154.05
2024년07월03일,1153.97,1155.90
2024년07월04일,1155.30,1155.79
2024년07월05일,1156.10,1156.00
2024년07월06일,1156.97,1156.20
2024년07월07일,1157.59,1156.38
2024년07월08일,1158.01,1156.08
2024년07월09일,1159.35,1156.09
2024년07월10일,1161.20,1156.77
2024년07월11일,1161.83,1157.80
2024년07월12일,1162.30,1157.92
2024년07월13일,1163.05,1158.39
2024년07월14일,1163.61,1158.54
2024년07월15일,1164.22,1158.25
2024년07월16일,1164.72,1157.85
2024년07월17일,1165.10,1158.98
2024년07월18일,1165.64,1159.59
2024년07월19일,1166.08,1160.35
2024년07월20일,1166.27,1160.81
2024년07월21일,1166.79,1160.86
2024년07월22일,1166.62,1161.05
2024년07월23일,1167.16,1161.51
2024년07월24일,1167.15,1161.87
2024년07월25일,1167.07,1161.63
2024년07월26일,1167.05,1161.08
2024년07월27일,1167.08,1162.50
2024년07월28일,1167.48,1162.55
2024년07월29일,1167.27,1162.56
2024년07월30일,1167.06,1163.02
2024년07월31일,1166.50,1162.51
2024년08월01일,1166.47,1162.94
2024년08월02일,1166.66,1162.49
2024년08월03일,1166.59,1163.01
2024년08월04일,1166.37,1163.35
2024년08월05일,1166.52,1163.03
2024년08월06일,1166.45,1164.15
2024년08월07일,1166.62,1164.51
2024년08월08일,1166.23,1164.84
2024년08월09일,1165.59,1165.00
2024년08월10일,1165.22,1164.64
2024년08월11일,1164.71,1164.64
2024년08월12일,1164.44,1164.00
2024년08월13일,1163.33,1164.84
2024년08월14일,1162.64,1164.31
2024년08월15일,1162.21,1165.36
2024년08월16일,1162.05,1165.00
2024년08월17일,1161.47,1165.24
2024년08월18일,1161.23,1164.82
2024년08월19일,1161.32,1164.66
2024년08월20일,1160.54,1164.34
2024년08월21일,1159.33,1164.27
2024년08월22일,1158.01,1163.35
2024년08월23일,1156.37,1163.18
2024년08월24일,1155.14,1162.97
2024년08월25일,1154.46,1163.39
2024년08월26일,1154.27,1163.20
2024년08월27일,1152.93,1162.70
2024년08월28일,1151.56,1162.30
2024년08월29일,1150.24,1161.55
2024년08월30일,1149.17,1160.49
2024년08월31일,1148.43,1160.75
2024년09월01일,1147.80,1159.88
2024년09월02일,1146.94,1159.10
2024년09월03일,1145.55,1159.35
2024년09월04일,1144.43,1158.82
2024년09월05일,1142.80,1158.01
2024년09월06일,1140.71,1157.11
2024년09월07일,1138.92,1157.07
2024년09월08일,1137.47,1156.52
2024년09월09일,1136.60,1155.55
2024년09월10일,1134.19,1155.60
2024년09월11일,1131.45,1154.58
2024년09월12일,1126.99,1153.37
2024년09월13일,1123.13,1151.21
2024년09월14일,1119.92,1149.47
2024년09월15일,1117.85,1148.67
2024년09월16일,1117.05,1148.25
2024년09월17일,1116.01,1147.94
2024년09월18일,1115.69,1147.68
2024년09월19일,1114.72,1147.36
2024년09월20일,1112.32,1145.58
2024년09월21일,1110.08,1144.16
2024년09월22일,1108.85,1143.42
2024년09월23일,1107.82,1142.87
2024년09월24일,1105.60,1141.19
2024년09월25일,1103.43,1139.97
2024년09월26일,1101.48,1138.73
2024년09월27일,1099.42,1137.32
2024년09월28일,1097.77,1135.81
2024년09월29일,1096.32,1135.09
2024년09월30일,1095.03,1134.11
2024년10월01일,1092.77,1132.68
2024년10월02일,1090.52,1131.89
2024년10월03일,1088.39,1129.97
2024년10월04일,1087.01,1129.01
2024년10월05일,1085.33,1127.43
2024년10월06일,1085.04,1127.53
2024년10월07일,1084.62,1125.90
2024년10월08일,1083.68,1125.45
2024년10월09일,1083.08,1124.81
2024년10월10일,1082.40,1124.28
2024년10월11일,1082.30,1124.30
2024년10월12일,1082.11,1123.96
2024년10월13일,1082.03,1123.74
2024년10월14일,1081.67,1123.73
2024년10월15일,1081.73,1123.50
2024년10월16일,1081.93,1123.14
2024년10월17일,1081.29,1122.07
2024년10월18일,1081.49,1122.93
2024년10월19일,1081.80,1122.75
2024년10월20일,1081.58,1122.06
2024년10월21일,1081.54,1122.01
2024년10월22일,1081.31,1121.70
2024년10월23일,1080.66,1121.23
2024년10월24일,1080.78,1120.22
2024년10월25일,1080.33,1120.38
2024년10월26일,1080.51,1119.81
2024년10월27일,1080.67,1119.70
2024년10월28일,1080.84,1119.62
2024년10월29일,1081.33,1119.74
2024년10월30일,1081.22,1119.41
2024년10월31일,1081.84,1119.58
2024년11월01일,1081.51,1119.58
2024년11월02일,1077.10,1119.10
2024년11월03일,1077.04,1119.29
2024년11월04일,1076.96,1118.99
2024년11월05일,1076.98,1118.20
2024년11월06일,1077.36,1118.76
2024년11월07일,1077.64,1118.75
2024년11월08일,1077.77,1118.42
2024년11월09일,1078.56,1118.92
2024년11월10일,1079.25,1119.21
2024년11월11일,1079.42,1119.04
2024년11월12일,1080.25,1118.73
2024년11월13일,1081.21,1118.93
2024년11월14일,1082.29,1118.41
2024년11월15일,1083.14,1119.02
2024년11월16일,1083.72,1118.72
2024년11월17일,1084.17,1118.86
2024년11월18일,1083.91,1119.05
2024년11월19일,1084.04,1119.07
2024년11월20일,1084.35,1118.87
2024년11월21일,1084.68,1118.47
2024년11월22일,1085.34,1118.89
2024년11월23일,1085.86,1118.46
2024년11월24일,1086.16,1118.46
2024년11월25일,1086.54,1118.77
2024년11월26일,1087.25,1118.57
2024년11월27일,1087.92,1119.15
2024년11월28일,1088.15,1119.89
2024년11월29일,1088.79,1120.15
2024년11월30일,1088.66,1120.23
2024년12월01일,1089.15,1120.30
2024년12월02일,1089.44,1120.21
2024년12월03일,1090.35,1121.11
2024년12월04일,1090.51,1121.23
2024년12월05일,1090.83,1121.64
2024년12월06일,1091.50,1121.62
2024년12월07일,1091.93,1121.48
2024년12월08일,1092.49,1121.96
2024년12월09일,1092.28,1122.11
2024년12월10일,1092.53,1122.14
2024년12월11일,1092.78,1122.28
2024년12월12일,1093.92,1121.70
2024년12월13일,1093.83,1122.02
2024년12월14일,1095.42,1122.28
2024년12월15일,1095.40,1122.24
2024년12월16일,1096.20,1121.87
2024년12월17일,1096.69,1122.68
2024년12월18일,1097.60,1122.88
2024년12월19일,1098.26,1122.86
2024년12월20일,1099.26,1122.52
2024년12월21일,1099.63,1123.21
2024년12월22일,1100.32,1123.18
2024년12월23일,1100.49,1123.35
2024년12월24일,1101.17,1122.85
2024년12월25일,1101.86,1123.72
2024년12월26일,1102.23,1123.41
2024년12월27일,1103.07,1122.42
2024년12월28일,1103.84,1123.80
2024년12월29일,1105.05,1123.97
2024년12월30일,1105.30,1123.24
2024년12월31일,1105.97,1123.31
2025년01월01일,1106.90,1124.01
2025년01월02일,1106.92,1123.87
2025년01월03일,1106.93,1123.74
2025년01월04일,1108.42,1123.62
2025년01월05일,1109.21,1123.73
2025년01월06일,1109.64,1123.30
2025년01월07일,1111.29,1124.07
2025년01월08일,1113.80,1124.01
2025년01월09일,1115.45,1124.44
2025년01월10일,1117.06,1125.14
2025년01월11일,1118.48,1125.45
2025년01월12일,1119.95,1125.66
2025년01월13일,1120.57,1125.45
2025년01월14일,1122.33,1125.81
2025년01월15일,1124.42,1126.18
2025년01월16일,1127.05,1127.22
2025년01월17일,1129.42,1128.39
2025년01월18일,1132.43,1129.05
2025년01월19일,1134.50,1129.44
2025년01월20일,1135.47,1129.45
2025년01월21일,1137.75,1130.63
2025년01월22일,1140.29,1131.93
2025년01월23일,1142.77,1132.01
2025년01월24일,1145.25,1133.34
2025년01월25일,1146.85,1134.74
2025년01월26일,1148.28,1136.01
2025년01월27일,1149.02,1135.77
2025년01월28일,1149.90,1136.59
2025년01월29일,1150.33,1137.21
2025년01월30일,1150.72,1137.02
2025년01월31일,1151.45,1136.45
2025년02월01일,1152.14,1137.64
2025년02월02일,1152.93,1137.91
2025년02월03일,1153.37,1138.31
2025년02월04일,1153.96,1138.66
2025년02월05일,1154.19,1139.20
2025년02월06일,1154.79,1139.10
2025년02월07일,1155.33,1140.38
2025년02월08일,1156.22,1141.44
2025년02월09일,1156.47,1142.03
2025년02월10일,1156.85,1142.44
2025년02월11일,1156.77,1142.18
2025년02월12일,1157.00,1143.14
2025년02월13일,1156.95,1143.15
2025년02월14일,1157.01,1143.48
2025년02월15일,1157.45,1143.86
2025년02월16일,1157.68,1143.92
2025년02월17일,1157.56,1143.96
2025년02월18일,1157.23,1143.57
2025년02월19일,1157.37,1143.19
2025년02월20일,1157.15,1143.63
2025년02월21일,1156.88,1143.62
2025년02월22일,1156.99,1143.51
2025년02월23일,1156.88,1143.28
2025년02월24일,1157.02,1143.27
2025년02월25일,1156.52,1143.01
2025년02월26일,1156.31,1142.97
2025년02월27일,1155.92,1142.74
2025년02월28일,1155.84,1142.55
2025년03월01일,1155.47,1142.60
2025년03월02일,1155.51,1142.55
2025년03월03일,1155.31,1142.42
2025년03월04일,1155.19,1142.89
2025년03월05일,1154.59,1142.32
2025년03월06일,1153.97,1142.55
2025년03월07일,1153.52,1142.66
2025년03월08일,1152.73,1142.28
2025년03월09일,1152.14,1142.08
2025년03월10일,1151.76,1140.13
2025년03월11일,1150.81,1141.02
2025년03월12일,1149.08,1140.53
2025년03월13일,1147.63,1140.17
2025년03월14일,1146.30,1139.26
2025년03월15일,1144.79,1138.76
2025년03월16일,1143.62,1138.21
2025년03월17일,1143.19,1137.75
2025년03월18일,1141.66,1136.17
2025년03월19일,1140.25,1135.81
2025년03월20일,1138.91,1136.00
2025년03월21일,1137.23,1135.15
2025년03월22일,1135.61,1134.80
2025년03월23일,1134.95,1134.03
2025년03월24일,1134.71,1133.69
2025년03월25일,1133.54,1133.17
2025년03월26일,1132.30,1133.09
2025년03월27일,1131.40,1131.83
2025년03월28일,1130.45,1130.22
2025년03월29일,1129.44,1129.37
2025년03월30일,1129.09,1128.20
2025년03월31일,1128.80,1127.55
2025년04월01일,1128.39,1126.75
2025년04월02일,1127.68,1126.53
2025년04월03일,1127.24,1126.28
2025년04월04일,1127.32,1125.68
2025년04월05일,1127.01,1125.13
2025년04월06일,1126.49,1124.70
2025년04월07일,1126.28,1124.66
2025년04월08일,1125.06,1123.94
2025년04월09일,1124.31,1124.41
2025년04월10일,1123.42,1123.38
2025년04월11일,1122.32,1122.51
2025년04월12일,1121.29,1122.49
2025년04월13일,1120.47,1122.22
2025년04월14일,1120.03,1121.92
2025년04월15일,1118.69,1120.23
2025년04월16일,1116.93,1120.57
2025년04월17일,1115.53,1119.05
2025년04월18일,1114.11,1118.69
2025년04월19일,1112.70,1117.73
2025년04월20일,1111.87,1117.60
2025년04월21일,1111.65,1116.72
2025년04월22일,1110.13,1117.19
2025년04월23일,1109.42,1116.49
2025년04월24일,1108.36,1116.41
2025년04월25일,1107.49,1115.90
2025년04월26일,1106.95,1115.48
2025년04월27일,1106.85,1115.47
2025년04월28일,1106.56,1115.60
2025년04월29일,1105.94,1114.56
2025년04월30일,1105.44,1113.72
2025년05월01일,1104.05,1112.61
2025년05월02일,1101.74,1112.50
2025년05월03일,1097.26,1112.06
2025년05월04일,1096.67,1111.67
2025년05월05일,1096.28,1111.39
2025년05월06일,1095.51,1111.12
2025년05월07일,1095.24,1111.33
2025년05월08일,1094.53,1110.59
2025년05월09일,1093.53,1110.37
2025년05월10일,1092.91,1109.89
2025년05월11일,1092.57,1109.14
2025년05월12일,1092.36,1108.55
2025년05월13일,1091.62,1108.33
2025년05월14일,1090.90,1108.09
2025년05월15일,1090.15,1107.64
2025년05월16일,1089.97,1105.35
2025년05월17일,1089.67,1105.84
2025년05월18일,1089.41,1105.72
2025년05월19일,1089.38,1104.89
2025년05월20일,1088.56,1105.68
2025년05월21일,1088.03,1105.17
2025년05월22일,1087.04,1104.76
2025년05월23일,1086.45,1104.37
2025년05월24일,1085.34,1104.21
2025년05월25일,1085.27,1104.02
2025년05월26일,1085.15,1103.89
2025년05월27일,1084.36,1103.00
2025년05월28일,1083.50,1102.95
2025년05월29일,1083.12,1102.68
2025년05월30일,1082.84,1102.62
2025년05월31일,1082.64,1101.63
2025년06월01일,1082.07,1101.08
2025년06월02일,1081.84,1100.56
2025년06월03일,1081.31,1099.88
2025년06월04일,1080.53,1099.63
2025년06월05일,1080.14,1098.41
2025년06월06일,1079.76,1098.90
2025년06월07일,1079.11,1098.12
2025년06월08일,1078.62,1097.60
2025년06월09일,1078.43,1097.07
2025년06월10일,1077.61,1095.83
2025년06월11일,1077.52,1095.61
2025년06월12일,1077.17,1093.78
2025년06월13일,1076.62,1093.78
2025년06월14일,1076.49,1092.87
2025년06월15일,1076.60,1092.37
2025년06월16일,1076.93,1091.81
2025년06월17일,1077.18,1092.50
2025년06월18일,1077.32,1093.04
2025년06월19일,1078.21,1092.52
2025년06월20일,1079.55,1092.34
2025년06월21일,1080.11,1092.67
2025년06월22일,1081.44,1092.79
2025년06월23일,1082.47,1089.86
2025년06월24일,1084.99,1091.82
2025년06월25일,1087.94,1091.83
2025년06월26일,1088.93,1094.09
2025년06월27일,1089.99,1094.38
2025년06월28일,1090.48,1093.86
2025년06월29일,1091.34,1093.15
2025년06월30일,1091.62,1093.49
2025년07월01일,1092.11,1094.50
2025년07월02일,1092.52,1094.55
2025년07월03일,1092.81,1094.59
2025년07월04일,1092.97,1094.87
2025년07월05일,1092.58,1094.77
2025년07월06일,1093.00,1094.83
2025년07월07일,1092.50,1094.68
2025년07월08일,1092.78,1094.66
2025년07월09일,1092.97,1094.62
2025년07월10일,1093.02,1094.68
2025년07월11일,1093.17,1095.28
2025년07월12일,1093.31,1095.42
2025년07월13일,1093.38,1095.26
2025년07월14일,1093.19,1095.36
2025년07월15일,1093.45,1095.39
2025년07월16일,1093.88,1095.27
2025년07월17일,1094.06,1095.47
2025년07월18일,1093.96,1095.44
2025년07월19일,1093.84,1095.23
2025년07월20일,1094.10,1095.64
2025년07월21일,1094.28,1095.74
2025년07월22일,1094.33,1095.31
2025년07월23일,1094.27,1094.87
2025년07월24일,1094.52,1095.38
2025년07월25일,1094.41,1095.57
2025년07월26일,1094.80,1095.74
2025년07월27일,1094.89,1096.11
2025년07월28일,1095.27,1096.37
2025년07월29일,1095.14,1096.14
2025년07월30일,1095.21,1096.77
2025년07월31일,1095.29,1097.04
2025년08월01일,1095.31,1097.46
2025년08월02일,1095.60,1097.85
2025년08월03일,1095.94,1098.47
2025년08월04일,1096.14,1098.01
2025년08월05일,1096.36,1099.28
2025년08월06일,1096.81,1099.55
2025년08월07일,1097.32,1100.02
2025년08월08일,1097.38,1100.56
2025년08월09일,1097.71,1100.97
2025년08월10일,1098.23,1101.35
2025년08월11일,1098.03,1101.65
2025년08월12일,1098.10,1102.32
2025년08월13일,1098.14,1102.60
2025년08월14일,1097.84,1102.95
2025년08월15일,1098.05,1102.95
2025년08월16일,1098.15,1102.85
2025년08월17일,1097.83,1103.28
2025년08월18일,1097.81,1103.15
2025년08월19일,1097.82,1102.37
2025년08월20일,1097.36,1102.76
2025년08월21일,1097.22,1102.83
2025년08월22일,1097.03,1102.82
2025년08월23일,1097.08,1102.82
2025년08월24일,1096.85,1102.99
2025년08월25일,1096.82,1102.57
2025년08월26일,1096.49,1102.89
2025년08월27일,1096.17,1103.09
2025년08월28일,1096.26,1102.79
2025년08월29일,1096.38,1102.48
2025년08월30일,1096.09,1102.05
2025년08월31일,1096.40,1102.28
2025년09월01일,1095.91,1100.67
2025년09월02일,1095.92,1100.50
2025년09월03일,1095.63,1100.46
2025년09월04일,1095.72,1100.97
2025년09월05일,1095.28,1101.12
2025년09월06일,1095.16,1101.09
2025년09월07일,1095.11,1100.90
2025년09월08일,1095.22,1100.35
2025년09월09일,1095.19,1100.90
2025년09월10일,1095.50,1100.43
2025년09월11일,1095.51,1100.31
2025년09월12일,1095.19,1100.55
2025년09월13일,1095.05,1100.77
2025년09월14일,1094.94,1101.06
2025년09월15일,1094.76,1100.99
2025년09월16일,1094.54,1100.76
2025년09월17일,1094.47,1101.13
2025년09월18일,1094.47,1100.63
2025년09월19일,1094.36,1101.29
2025년09월20일,1094.43,1101.28
2025년09월21일,1094.77,1101.24
2025년09월22일,1094.53,1101.48
2025년09월23일,1094.38,1100.81
2025년09월24일,1094.27,1101.32
2025년09월25일,1094.30,1101.41
2025년09월26일,1094.11,1101.07
2025년09월27일,1094.18,1101.71
2025년09월28일,1094.21,1101.83
2025년09월29일,1094.30,1101.88
2025년09월30일,1094.39,1102.04
2025년10월01일,1094.64,1100.72
2025년10월02일,1095.05,1102.71
2025년10월03일,1095.40,1103.03
2025년10월04일,1095.71,1102.80
2025년10월05일,1095.85,1102.54
2025년10월06일,1095.87,1102.75
2025년10월07일,1095.85,1102.92
2025년10월08일,1095.97,1102.91
2025년10월09일,1095.95,1102.56
2025년10월10일,1095.67,1102.86
2025년10월11일,1096.11,1103.37
2025년10월12일,1096.09,1103.25
2025년10월13일,1096.28,1102.93
2025년10월14일,1096.13,1103.25
2025년10월15일,1096.00,1103.83
2025년10월16일,1096.14,1103.77
2025년10월17일,1096.26,1103.48
2025년10월18일,1096.01,1104.09
2025년10월19일,1096.06,1104.46
2025년10월20일,1096.11,1104.62
2025년10월21일,1096.03,1104.61
2025년10월22일,1095.57,1104.76
2025년10월23일,1095.50,1104.80
2025년10월24일,1095.67,1104.42
2025년10월25일,1095.50,1104.58
2025년10월26일,1095.71,1104.84
2025년10월27일,1096.01,1104.44
2025년10월28일,1095.95,1103.91
2025년10월29일,1096.41,1104.35
2025년10월30일,1096.99,1105.15
2025년10월31일,1097.18,1105.12
2025년11월01일,1097.48,1105.36
2025년11월02일,1097.20,1105.62
2025년11월03일,1097.33,1106.17
2025년11월04일,1097.53,1106.31
2025년11월05일,1099.48,1107.34
2025년11월06일,1101.06,1108.20
2025년11월07일,1102.68,1108.38
2025년11월08일,1104.82,1109.80
2025년11월09일,1106.15,1110.73
2025년11월10일,1107.11,1111.32
2025년11월11일,1108.60,1112.30
2025년11월12일,1111.77,1112.69
2025년11월13일,1114.46,1113.83
2025년11월14일,1118.67,1115.69
2025년11월15일,1122.17,1116.58
2025년11월16일,1125.26,1117.71
2025년11월17일,1127.04,1117.45
2025년11월18일,1130.52,1120.38
2025년11월19일,1135.02,1121.91
2025년11월20일,1138.27,1123.76
2025년11월21일,1141.25,1124.25
2025년11월22일,1144.94,1127.00
2025년11월23일,1147.71,1128.64
2025년11월24일,1149.14,1129.56
2025년11월25일,1151.14,1131.46
2025년11월26일,1152.54,1132.92
2025년11월27일,1154.49,1134.30
2025년11월28일,1156.14,1135.10
2025년11월29일,1156.58,1136.32
2025년11월30일,1157.86,1137.46
2025년12월01일,1157.67,1137.44
2025년12월02일,1159.42,1139.24
2025년12월03일,1159.88,1140.25
2025년12월04일,1160.20,1141.66
2025년12월05일,1160.65,1142.41
2025년12월06일,1161.30,1142.90
2025년12월07일,1162.02,1143.54
2025년12월08일,1162.19,1143.30
2025년12월09일,1162.05,1143.88
2025년12월10일,1162.29,1144.02
2025년12월11일,1161.39,1143.86
2025년12월12일,1161.72,1144.64
2025년12월13일,1161.67,1144.88
2025년12월14일,1161.75,1144.97
2025년12월15일,1161.58,1144.47
2025년12월16일,1160.97,1144.81
2025년12월17일,1159.91,1145.21
2025년12월18일,1159.36,1144.79
2025년12월19일,1158.50,1145.01
2025년12월20일,1158.01,1144.87
2025년12월21일,1157.98,1144.64
2025년12월22일,1157.67,1144.29
2025년12월23일,1156.95,1144.30
2025년12월24일,1155.66,1144.59
2025년12월25일,1154.88,1143.88
2025년12월26일,1154.83,1144.00
2025년12월27일,1154.48,1143.83
2025년12월28일,1154.13,1143.51
2025년12월29일,1154.02,1144.09
2025년12월30일,1152.74,1143.79
2025년12월31일,1152.17,1143.25
